puzzle_id,task_id,pair_index,preference,structural_margin_correct_minus_winner,winner_grid_id,winner_vote_rank,winner_vote_count,winner_vote_share,winner_raw_d,winner_oriented_structural_score,winner_mean_q,winner_shape,winner_is_invalid,correct_grid_id,correct_vote_rank,correct_vote_count,correct_vote_share,correct_raw_d,correct_oriented_structural_score,correct_mean_q,correct_shape
8b28cd80,8b28cd80#1,1,wrong,-0.005985785614360473,c0e7d29031e3ab829325,1,901,0.9000999000999002,0.9124579140634248,0.9124579140634248,0.9088686158287274,9x9,0,2398a2d40ff5de8c7188,2,22,0.02197802197802198,0.9064721284490643,0.9064721284490643,0.277192046019164,9x9
8ba14f53,8ba14f53#0,0,correct,0.04932950404954367,c115cd9777f06cd65e9c,1,90,0.0899100899100899,0.3888888980807929,0.3888888980807929,0.8062699380848143,3x3,0,ce3245210053a33de201,24,8,0.007992007992007992,0.4382184021303366,0.4382184021303366,0.5432227924466133,3x3
9b4c17c4,9b4c17c4#1,1,wrong,-0.005106329137742227,09adaec969158c30b70e,1,92,0.0919080919080919,0.9017839859293394,0.9017839859293394,0.5070988326940847,9x9,0,b728c2e1bca0844f42a5,5,37,0.03696303696303696,0.8966776567915972,0.8966776567915972,0.5761077016390659,9x9
9c56f360,9c56f360#0,0,wrong,-0.01171660708014377,6d885f7fda7415616085,1,32,0.05565217391304348,0.9360698347638368,0.9360698347638368,0.3412702291388996,9x9,0,492f90826fb4ecf2692c,21,4,0.006956521739130435,0.924353227683693,0.924353227683693,0.22947958298027515,9x9
a934301b,a934301b#0,0,wrong,-0.047687513248942714,d9545ca77c5bbd092f0a,1,159,0.2770034843205575,0.8836568421292528,0.8836568421292528,0.8305728225588048,13x12,0,fbd407b89c743bad3211,3,102,0.17770034843205576,0.8359693288803101,0.8359693288803101,0.7028040734722334,13x12
af22c60d,af22c60d#0,0,wrong,-0.0004046479096779798,a8487a238448ac7b35de,1,19,0.01898101898101898,0.9913421473824061,0.9913421473824061,0.14411032278286784,30x30,0,4eb5be98c215a5714dd6,34,2,0.001998001998001998,0.9909374994727281,0.9909374994727281,0.1166079044342041,30x30
b1fc8b8e,b1fc8b8e#0,0,correct,0.07999998331069946,6cc2694e9fa9b9922543,1,44,0.6111111111111112,0.8399999936421713,0.8399999936421713,0.9965145791118796,5x5,0,19f7387c47366629fa7e,2,26,0.3611111111111111,0.9199999769528707,0.9199999769528707,0.9870424774976877,5x5
be03b35f,be03b35f#0,0,correct,0.0714285714285714,db5865eed5b2381d9327,1,209,0.3628472222222222,0.4642857142857143,0.4642857142857143,0.9847758295433373,2x2,0,542e2e66cad28dad201c,8,2,0.003472222222222222,0.5357142857142857,0.5357142857142857,0.5640394389629364,2x2
bf89d739,bf89d739#0,0,wrong,-0.0006722688674927202,20eca757637625aaefcf,1,208,0.3617391304347826,0.9759663677215576,0.9759663677215576,0.770540779384856,14x17,0,c989a432071e3bb6f3d9,3,99,0.17217391304347826,0.9752940988540649,0.9752940988540649,0.7585097060661123,14x17
c3202e5a,c3202e5a#0,0,wrong,-0.033083111846734625,9bed21401bdaa696c910,1,21,0.02097902097902098,0.6445576438315752,0.6445576438315752,0.7119108112085433,5x5,0,7f049471008cae54e8b7,4,14,0.013986013986013986,0.6114745319848406,0.6114745319848406,0.8205867580005101,5x5
c8b7cc0f,c8b7cc0f#0,0,wrong,-0.031111111640930167,4f194de8695bcd24e5b1,1,368,0.3676323676323676,0.7288889026641846,0.7288889026641846,0.8679122977849582,3x3,0,4e0ef9d3dba60bb8c6a5,2,317,0.3166833166833167,0.6977777910232544,0.6977777910232544,0.8746042259578073,3x3
d5c634a2,d5c634a2#1,1,correct,0.011904759066445503,9aee1ff617cde0d12428,1,438,0.43756243756243757,0.6716269818799836,0.6716269818799836,0.8766954449349886,3x6,0,2e0715e637dcc3839685,13,7,0.006993006993006993,0.6835317409464291,0.6835317409464291,0.44507208466529846,3x6
dd2401ed,dd2401ed#0,0,wrong,-0.041219045162200874,41a0a78ee6c188555daf,1,249,0.24875124875124874,0.9142095289230346,0.9142095289230346,0.7683752761428136,7x15,0,782a41346eb1c84f566e,35,4,0.003996003996003996,0.8729904837608338,0.8729904837608338,0.1851213499903679,7x15
e1d2900e,e1d2900e#0,0,correct,0.0005461381653607544,92c8b77705770eb10921,1,52,0.09027777777777778,0.8177495341179735,0.8177495341179735,0.24795804917812347,30x30,0,0d4b4d0fd54f4d9c8ee2,15,10,0.017361111111111112,0.8182956722833342,0.8182956722833342,0.4028678461909294,30x30
e41c6fd3,e41c6fd3#0,0,correct,0.1084650864267046,5eee388c53ea4dbec0d7,1,36,0.03596403596403597,0.8023978987317176,0.8023978987317176,0.7342863683071401,17x30,0,eb56cc3edde909493b7f,6,10,0.00999000999000999,0.9108629851584222,0.9108629851584222,0.06627187058329582,17x30
e681b708,e681b708#0,0,wrong,-0.003194915472403026,6a2235f469bdc912edc1,1,39,0.03896103896103896,0.9864471346668943,0.9864471346668943,0.3339027263797246,26x26,0,125e9c86762104135d05,446,1,0.000999000999000999,0.9832522191944912,0.9832522191944912,0.06577053666114807,26x26
e7dd8335,e7dd8335#0,0,wrong,-0.008454916212293884,71d7454d3a2a240adac5,1,105,0.18229166666666666,0.9208380107526426,0.9208380107526426,0.7151048996618816,9x11,0,7ef107045b3e975c98a0,58,1,0.001736111111111111,0.9123830945403487,0.9123830945403487,0.43512478470802307,9x11
ecaa0ec1,ecaa0ec1#0,0,correct,0.0011806402887616363,0954547a1c40d0b3e512,1,515,0.5144855144855145,0.9811097979545593,0.9811097979545593,0.8505528553596978,11x11,0,f583ad95593ad65a3300,4,40,0.03996003996003996,0.982290438243321,0.982290438243321,0.41706737261265514,11x11
f3b10344,f3b10344#0,0,wrong,-0.001480931862987922,d81218aadd9a94f22d62,1,160,0.15984015984015984,0.9753043966473274,0.9753043966473274,0.66315163068939,30x29,0,9a437d895939c27bbcf5,2,66,0.06593406593406594,0.9738234647843395,0.9738234647843395,0.6358695465394042,30x29
f5aa3634,f5aa3634#0,0,wrong,-0.14121864039090373,33785f7f6d558ca7d2fa,1,486,0.4855144855144855,0.14121864039090373,0.14121864039090373,0.8297753180741283,3x3,0,2f39afcff6b1ac053ec0,14,5,0.004995004995004995,0.0,0.0,0.7471837848424911,4x3
