puzzle_id,task_id,pair_index,puzzle_weight,b1_grid_id,alternative_grid_id,b1_count,alternative_count,b1_distinct_centrality,alternative_distinct_centrality,centrality_advantage,log_count_advantage_b1,beta_flip
1d398264,1d398264#0,0,0.5,aaeb32fe55748b5bde09,0ee7b57aa5453e09427b,997,1,0.9791666865348816,0.9837962985038757,0.004629611968994141,6.904750769961838,1491.4318556727787
1d398264,1d398264#1,1,0.5,94727d0c69b2d9676958,3356bcc755a19d52e398,724,47,0.978515625,0.98974609375,0.01123046875,2.7346437906756575,243.50219492624984
1e97544e,1e97544e#0,0,1.0,b7e02e455b65e6f204ce,7cfc6b7b1a6d35f41c70,38,4,0.9888038356614307,0.9909823618041791,0.0021785261427483826,2.2512917986064953,1033.4013232296186
20818e16,20818e16#0,0,1.0,591fa7cb39721e702701,349e24fc1f9f87e24978,38,1,0.42173854567047475,0.42966545781316606,0.007926912142691311,3.6375861597263857,458.8906870981628
212895b5,212895b5#0,0,1.0,bcc41939eda3996618e1,61580263f1730d6401bc,111,4,0.9113370021561829,0.9639476155441901,0.05261061338800721,3.3232358401924436,63.16664311976997
22a4bbc2,22a4bbc2#0,0,1.0,e989d67459be47899adf,519f5e1a2e7663956fd6,134,7,0.7395942173470026,0.7651079757231862,0.025513758376183637,2.951929650895598,115.69952209201526
25094a63,25094a63#0,0,1.0,7f15a902456cd71179ef,40afa94a7a1a86a7d231,946,15,0.844747478311712,0.8455555655739524,0.0008080872622403534,4.144192367949668,5128.397094715051
292dd178,292dd178#0,0,1.0,2fd749da2fb264bd6691,0f57513bb35cb7792d30,983,2,0.9787878870964051,0.9793939530849457,0.0006060659885406272,6.197461939587221,10225.721384746173
29700607,29700607#0,0,1.0,6a5d39ef0771260401be,f371a3b73863de7db133,290,15,0.9439923754105202,0.9650349676609039,0.02104259225038374,2.9618307218783095,140.75408042107057
2c0b0aff,2c0b0aff#0,0,1.0,2325c7ebda199ec412e9,5d397919607b0f02a84f,27,1,0.047380391156898356,0.27699161447444054,0.2296112233175422,3.295836866004329,14.353988530631764
2f0c5170,2f0c5170#0,0,1.0,7ff73caea02cd2e5e756,6b108aa241dcdd41366a,69,1,0.48934273097826086,0.5085343070652174,0.01919157608695654,4.23410650459726,220.62317786786406
310f3251,310f3251#0,0,1.0,bc8cc356832e0e34a3a4,39a45db480abf2d0ef2e,315,196,0.887152781089147,0.900270069638888,0.013117288549741035,0.4744579795951159,36.17043093898264
31adaf00,31adaf00#0,0,1.0,7aedd3ff57821e410429,10f4a665feee8d3bc763,154,9,0.9295454576159968,0.9509090934738968,0.02136363585790002,2.83972802507741,132.92344261837397
32e9702f,32e9702f#0,0,1.0,9a0ff168ffc75c177afd,4c5e9cebe87ebb51ae37,118,16,0.9522435924945734,0.9562179526457419,0.003974360151168588,1.9980959022258835,502.7465620191416
3391f8c0,3391f8c0#0,0,1.0,214ec93b523321606c0d,566bd846e4fd72131913,94,1,0.9451475691795349,0.9491617352312262,0.004014166051691248,4.543294782270004,1131.815356854962
358ba94e,358ba94e#0,0,1.0,f95a811b753da6d2823e,d98c6c7af08acf7a5c66,242,10,0.8894736798186051,0.905263154130233,0.015789474311627805,3.186352633162641,201.80232541473043
37d3e8b2,37d3e8b2#0,0,1.0,e5f40430108829bb63ca,50cfc52654183507eabc,147,1,0.7939925534588298,0.7974637997777838,0.0034712463189540133,4.990432586778736,1437.6486507251084
3b4c2228,3b4c2228#1,1,0.5,a9959396f1f93e7cf9b9,3b8f9e09723a6fef2408,301,25,0.5763889027759432,0.6333333484828472,0.056944445706903934,2.488234439880675,43.69582334136236
3ed85e70,3ed85e70#0,0,1.0,feb03e651d48fa87be6c,acacc47d45eeff35f1a2,8,1,0.9761951783346752,0.9798894747224435,0.0036942963877683033,2.0794415416798357,562.8789147954668
3ee1011a,3ee1011a#0,0,1.0,565d4f47f7dbd646b613,fe89ae25abab3a5b9418,171,1,0.2853820585580759,0.30033222416112587,0.014950165603049959,5.14166355650266,343.9201740650764
40f6cd08,40f6cd08#0,0,1.0,9debd85ae0dd0b617e4b,28b7669e303803c2d7ca,4,1,0.8550981053430305,0.9040105395191974,0.048912434176166864,1.3862943611198906,28.34237110602396
423a55dc,423a55dc#0,0,1.0,cfeba77e0d36d4ca7af3,fa52e9fe5c1cc16f8b8a,272,2,0.9161524737582487,0.9243795421777987,0.00822706841955001,4.912654885736052,597.1331020004761
42a15761,42a15761#0,0,1.0,7fe1221f53f3da10201e,0cd6ac6286c8ef238c07,1,1,0.9541074205452288,0.9619246561762312,0.00781723563100245,0.0,0.0
4364c1c4,4364c1c4#0,0,1.0,e482d8da95a7e7acddef,37f0105dced7227223bb,81,57,0.9291901695835698,0.9328779231857609,0.0036877536021910906,0.3513978868378886,95.28778892090415
48f8583b,48f8583b#0,0,1.0,3e346a4d45bdced5d004,c412cfeca52a66f9e884,405,1,0.5471604959666729,0.6724691401422024,0.12530864417552945,6.003887067106539,47.91279250213922
4aab4007,4aab4007#0,0,1.0,fbea39f37beb6d14bfa7,62ed53035834548b7b03,2,1,0.9022838810241844,0.9166538619013676,0.014369980877183108,0.6931471805599453,48.23577612831314
4acc7107,4acc7107#0,0,1.0,5c65e46aa58f5cc53907,d0d53dca841a53484e69,10,1,0.7181960389375438,0.7982690294542203,0.08007299051667649,2.302585092994046,28.756077150815237
4b6b68e5,4b6b68e5#0,0,1.0,85f7bfeb33f27399a99a,7f8c306fed9ac9265958,99,49,0.9026442324476582,0.9028445515959036,0.0002003191482453648,0.7032995520239632,3510.8952797788115
50aad11f,50aad11f#0,0,1.0,537830dce3bd34cf0a69,5c72231c417685005c0a,6,1,0.458311698920754,0.4660998609145235,0.007788161993769471,1.791759469228055,230.06191584888222
50f325b5,50f325b5#0,0,1.0,e4ac98d8fcce553e9808,9b6fd1530b7e9d25f62f,230,1,0.9614441955919231,0.9731604098837018,0.011716214291778715,5.438079308923196,464.1498673115858
54db823b,54db823b#0,0,1.0,5456e239a2926dfe2814,638a2b32d82f6bcd5339,490,1,0.8577777855098248,0.9111111201345921,0.0533333346247673,6.194405391104672,116.14509827083025
55783887,55783887#0,0,1.0,3e16f3acb2e817753294,59c052bf04ec647d06aa,218,1,0.9294530249331608,0.9357601128333857,0.006307087900224828,5.384495062789089,853.7212653397693
575b1a71,575b1a71#0,0,1.0,37745e1006d54982e331,93e7e75f665b4d918ec2,40,5,0.9439344286081104,0.9462060876696674,0.0022716590615570187,2.0794415416798357,915.3845208860545
5833af48,5833af48#0,0,1.0,a833f7cf86c13949aa5f,9714965bd064b79bf834,3,1,0.2691985243402976,0.286543334273985,0.017344809933687366,1.0986122886681098,63.33954035059026
58743b76,58743b76#0,0,1.0,a072f21cc93a58c14a3c,365263d4589072a2b9b5,36,3,0.9529794858760589,0.9540670465502105,0.0010875606741516108,2.4849066497880004,2284.844155225121
58e15b12,58e15b12#0,0,1.0,7eec4b6654d6da2f50ae,c0f6abef70e15d9e68ec,2,1,0.8560727383639362,0.9191128628867286,0.0630401245227924,0.6931471805599453,10.995333302511725
5b692c0f,5b692c0f#0,0,1.0,ce64f956d40f54f886ee,8e8cb4e297160b57cd0d,5,2,0.9673357817902029,0.9675574125731486,0.00022163078294579197,0.9162907318741551,4134.311667789704
5ffb2104,5ffb2104#0,0,1.0,e97905b6b7856c7d62a4,957b981ebae661463453,18,1,0.8481529418159933,0.8655058840443106,0.017352942228317292,2.8903717578961645,166.5637861214987
626c0bcc,626c0bcc#0,0,1.0,3cc6623adf572b89674a,1a1f27f3612ff93c0678,44,1,0.8257684841195577,0.84024896587079,0.014480481751232288,3.784189633918261,261.33036862507885
62ab2642,62ab2642#0,0,1.0,794514ad4468b42cffb1,5e3187d8052cbbc1e929,264,7,0.7696209583792798,0.7930880699269349,0.02346711154765513,3.630038954091003,154.6862274344847
642248e4,642248e4#0,0,1.0,5b00b956e6e4b2569faa,84f010f882a79855d4e6,50,3,0.9736548664608622,0.9797241957933922,0.006069329332530016,2.8134107167600364,463.54556864806983
696d4842,696d4842#0,0,1.0,cc338788e6452fddd8c7,6e8c16d55c30e447953f,187,3,0.9648077050289074,0.9690209935595105,0.004213288530603099,4.132496328186477,980.8244315978386
6ad5bdfd,6ad5bdfd#0,0,1.0,60df9a058a6f948df18f,1efd803643b3b366c3cf,12,1,0.8538827458314137,0.8566814171793187,0.002798671347905013,2.4849066497880004,887.8879800045526
6f473927,6f473927#0,0,1.0,9119d6da3a054533451e,cca19080babf99e4fc2f,15,1,0.8038740921540064,0.8192090394999155,0.015334947345909122,2.70805020110221,176.5933811194097
72207abc,72207abc#0,0,1.0,43e4bd258e9bfd9440eb,af47580a904d8174ee30,366,189,0.7804083010153984,0.7816091944922262,0.0012008934768278356,0.6608863183417238,550.328843560261
72a961c9,72a961c9#0,0,1.0,3cddfe0eccd3039eb035,65010884f7df2f17c530,204,2,0.9327443755906204,0.9392672846309817,0.0065229090403613466,4.624972813284271,709.0353068955355
73182012,73182012#0,0,1.0,715e8c2376fe4a7b2b6f,2f3ec70f4c24111489c7,17,3,0.3970486111111111,0.6154513888888888,0.21840277777777772,1.7346010553881064,7.942211509567167
73c3b0d8,73c3b0d8#0,0,1.0,777e79fe2463091abba7,86068047693f9f44f7d6,127,45,0.9421514688797716,0.9424135235120665,0.0002620546322948947,1.0375245966882716,3959.191973071962
79369cc6,79369cc6#0,0,1.0,461e1bef984f6c45d5f2,cd00b3506ee190046a33,185,8,0.9647473767986448,0.9669291393494043,0.002181762550759525,3.140914283398489,1439.6224200956515
7bb29440,7bb29440#0,0,1.0,fa8b86f76413de585c23,41bea0c08260e7e05ccc,78,1,0.0331900669715466,0.1716468805569974,0.1384568135854508,4.356708826689592,31.466193059547624
7c9b52a0,7c9b52a0#0,0,1.0,71b52d77289d86d4a817,692615043415548643b8,36,1,0.07826747688660143,0.4348404255319149,0.3565729486453134,3.58351893845611,10.049890077389666
7d18a6fb,7d18a6fb#0,0,1.0,1586c5e013f9f76898a1,30b0c615246736c4caa8,32,6,0.671678659865427,0.7105190045624385,0.038840344697011586,1.6739764335716716,43.098907762795136
7e02026e,7e02026e#0,0,1.0,3191f6e14875c8541b14,3159cf3083207c6d72fe,267,2,0.9634433996002629,0.9654088065309344,0.001965406930671487,4.894101477840304,2490.1212066898634
817e6c09,817e6c09#0,0,1.0,7162a8f0191438831942,9686d23cb087f67ccfe1,214,51,0.8850436017546855,0.8960429304082629,0.010999328653577334,1.4341503822975257,130.38526508898286
85b81ff1,85b81ff1#0,0,1.0,64db48937942f1dc500e,433f2900b5aa4e6d6114,60,7,0.9670329537255908,0.9721168381463591,0.0050838844207682365,2.1484344131667874,422.597021362286
88207623,88207623#0,0,1.0,9357268a19f1fbb8ede3,0f5e346eb9d668fc8ea3,78,1,0.961687100594486,0.9637452611791045,0.002058160584618496,4.356708826689592,2116.797328279007
8a371977,8a371977#0,0,1.0,d15f2304c65a7a503e15,45d8c47a6ae57307dc40,274,1,0.7988776662433991,0.8003254767620203,0.0014478105186211954,5.6131281063880705,3876.977017499268
8b28cd80,8b28cd80#0,0,0.5,8dde9589f95fb1b71e4f,e0fb1c0cbf5bb3cd3e25,866,8,0.9165042293699164,0.9275503582076022,0.011046128837685854,4.684443366882599,424.0800950013165
8ba14f53,8ba14f53#0,0,1.0,c115cd9777f06cd65e9c,3e9f3170cf73ddcac908,90,1,0.3888888980807929,0.5201149567126714,0.13122605863187847,4.499809670330265,34.29051910301858
8ee62060,8ee62060#0,0,1.0,08c1c61307e18983f041,7451c11e169b45400860,138,1,0.8112682831901338,0.8206402751509212,0.009371991960787418,4.927253685157205,525.7424148220488
929ab4e9,929ab4e9#0,0,1.0,b028c6cbe1067d68f0a5,3aff18184f8f2147af47,118,4,0.9739339737471693,0.9827084695408961,0.0087744957937268,3.3843902633457743,385.7076626289337
93c31fbe,93c31fbe#0,0,1.0,8c99c5c974ddc7a569a6,c7fa492ef8e68482894c,132,1,0.9754236707965054,0.9850528455642332,0.009629174767727844,4.882801922586371,507.0841521073093
94133066,94133066#0,0,1.0,55f98a2344bd277ca778,6edd66d7df904e2ca160,16,3,0.1374296516432295,0.13783271526050683,0.00040306361727732165,1.6739764335716716,4153.132066047822
963f59bc,963f59bc#0,0,1.0,a14d6e532b5ef4ca3c7d,ca795c0da416b736437b,75,1,0.9490502154667105,0.9584431922275748,0.009392976760864258,4.31748811353631,459.6506755478285
96a8c0cd,96a8c0cd#0,0,1.0,a41992b76b14aa0aab51,8bec4ea5d0320634b3f7,28,1,0.8564982589608253,0.8794369511014792,0.022938692140653916,3.332204510175204,145.265671196205
981571dc,981571dc#0,0,1.0,34bac5bd6755c68519b6,08e3fc9ec6bdb99629a2,14,1,0.9781508892406652,0.9792208483925572,0.0010699591518920082,2.6390573296152584,2466.502879991834
9b365c51,9b365c51#0,0,1.0,997938da08c7ea10052d,1d3ebefffa71efd04b0c,95,7,0.8605279830019912,0.870330229152643,0.009802246150651839,2.6079667425452273,266.0580751047351
9b4c17c4,9b4c17c4#0,0,0.5,9b2ef4cb4f7d76976376,76d7fdb7249dbeae371c,50,1,0.8821670439926819,0.9071824313824656,0.025015387389783705,3.912023005428146,156.3846661445594
9b4c17c4,9b4c17c4#1,1,0.5,09adaec969158c30b70e,e0b4eff9340c051ab70d,92,2,0.9017839859293394,0.9157132754463175,0.013929289516978138,3.828641396489095,274.8626476477813
9c1e755f,9c1e755f#0,0,1.0,3e37a283965b7f4aeb73,5251fa39563d5ee6187b,953,4,0.9556250050663948,0.9575000070035458,0.0018750019371509552,5.473320542534312,2919.1012734903957
9c56f360,9c56f360#0,0,1.0,6d885f7fda7415616085,561df12a6f89de12000b,32,4,0.9360698347638368,0.9362270995310158,0.00015726476717903282,2.0794415416798357,13222.55187210855
9def23fe,9def23fe#0,0,1.0,d853278834ab5b6e5243,32bfce4cc4911f26a856,934,1,0.9846250116825104,0.9876250118017197,0.0030000001192093118,6.839476438228843,2279.825388817476
a04b2602,a04b2602#0,0,1.0,93691246fc764048b640,28012babab8fda6f8b19,472,16,0.9873931683026828,0.9898148142374479,0.0024216459347651265,3.3843902633457743,1397.5578406238085
a934301b,a934301b#0,0,1.0,d9545ca77c5bbd092f0a,5c2c1da282acf08e705c,159,5,0.8836568421292528,0.8902468257975356,0.006589983668282784,3.459466289786131,524.9582493559651
aa18de87,aa18de87#0,0,1.0,02711ab08fa17b2892aa,03352e818f193cf86065,979,2,0.733796293536822,0.7337962985038757,4.967053768289986e-09,6.193384461970565,1246892977.3842108
aa300dc3,aa300dc3#0,0,1.0,f629ea06420f1d105a29,a0a6239cfcc32b8a36c7,449,1,0.8971428573131561,0.9399999976158142,0.04285714030265808,6.1070228877422545,142.4972092074815
aa4ec2a5,aa4ec2a5#0,0,1.0,b4b041f0ae6631d59617,18f549969d0e0143ca28,9,1,0.9140513270739982,0.9769433430532222,0.062892015979224,2.1972245773362196,34.936462810510946
aab50785,aab50785#0,0,1.0,edfb7666352b04ae0523,a5fe49bf7b4a0f13e436,8,1,0.1909544951676264,0.21925638167892525,0.028301886511298863,2.0794415416798357,73.47360186924881
ac0c5833,ac0c5833#0,0,1.0,de3d6c323aa52cc1b33b,d9066ba04a85b20a6b0a,21,18,0.9897589177301486,0.9898105929159138,5.16751857652098e-05,0.15415067982725836,2983.069679278056
ac2e8ecf,ac2e8ecf#0,0,1.0,9e1ab1cfcdaac265dfb8,f200cbae8843f2a5f6b8,4,1,0.8389479598934719,0.8536090928736564,0.014661132980184455,1.3862943611198906,94.55574565714424
af22c60d,af22c60d#0,0,1.0,a8487a238448ac7b35de,bb9c4251bfabc40ba5f3,19,15,0.9913421473824061,0.9916826922159928,0.00034054483358669785,0.23638877806423034,694.1487720560269
b0722778,b0722778#0,0,1.0,0720936031f0fd68f8f1,1822375d6d29c6675652,114,56,0.808252427184466,0.8098705501618123,0.0016181229773463146,0.7108467576593461,439.303296233466
b0f4d537,b0f4d537#0,0,1.0,24d7dbef5f4a2e00e4b0,70159b3a831fcaa5aa0f,69,1,0.281281963453088,0.34424997898160986,0.06296801552852188,4.23410650459726,67.24217793840725
b1fc8b8e,b1fc8b8e#0,0,0.5,6cc2694e9fa9b9922543,a1b575ba27bcbe0b849a,44,1,0.8399999936421713,0.9199999968210856,0.08000000317891431,3.784189633918261,47.302368544351054
b1fc8b8e,b1fc8b8e#1,1,0.5,6cc2694e9fa9b9922543,19f7387c47366629fa7e,38,25,0.8114285639354161,0.9028571333203997,0.09142856938498367,0.41871033485818504,4.579644389874424
b20f7c8b,b20f7c8b#0,0,1.0,9006b86ccebb6e52be68,b20555753f14c428cfc0,188,93,0.8490164823699415,0.9248626613826082,0.07584617901266666,0.7038424696766933,9.279867210702182
b7cb93ac,b7cb93ac#0,0,1.0,0db6a8e66547aa8e6571,d5c457ce63da233603c2,55,11,0.3097553874319049,0.33775420890088426,0.027998821468979362,1.6094379124341003,57.48234489859651
b7fb29bc,b7fb29bc#0,0,1.0,7c07a42dddb471a1990b,f02468886322d31d5ae9,403,36,0.9443418805415814,0.946393163387592,0.002051282846010638,2.415417623490573,1177.5156352465528
b942fd60,b942fd60#0,0,1.0,22b3218828786e485710,31735527758eccfd2b97,113,1,0.8001818190921437,0.8619999993931163,0.061818180300972636,4.727387818712341,76.47245188545223
b9630600,b9630600#0,0,1.0,b1c439f470298c4ff120,509fc0e39d1db57643bc,21,2,0.9855555485595356,0.9869191944599152,0.0013636459003795176,2.3513752571634776,1724.329795960274
bb52a14b,bb52a14b#0,0,1.0,a89e5514bead53a11fdc,fe9ed1f0c1b671be9df1,167,6,0.9691364571560909,0.9784565989988564,0.009320141842765528,3.3262343431887,356.8866653859551
bbb1b8b6,bbb1b8b6#0,0,0.5,307ec3c0cce2b3073d4b,820e898b763bdbc928e9,998,1,0.6041666666666666,0.7291666666666666,0.125,6.905753276311464,55.24602621049171
bbb1b8b6,bbb1b8b6#1,1,0.5,ff3dd32dcfb5283b38c1,8ec071b30f3b79d2146d,858,29,0.75,0.8380681818181818,0.08806818181818177,3.3873082695014882,38.46233906014595
be03b35f,be03b35f#0,0,1.0,db5865eed5b2381d9327,2fb4e1f9738a63fc5362,209,181,0.4642857142857143,0.6071428571428571,0.1428571428571428,0.1438372206989853,1.0068605448928976
bf32578f,bf32578f#0,0,1.0,30072b7beea14b3b1dd6,7fd2bf3111ae2e0ec44e,720,2,0.9370659722222222,0.9392361111111112,0.0021701388888889506,5.886104031450156,2712.3167376921547
bf89d739,bf89d739#0,0,1.0,20eca757637625aaefcf,70288831977ef73d39df,208,29,0.9759663677215576,0.9766386461257934,0.0006722784042357821,1.970242249714844,2930.6939465868054
c3202e5a,c3202e5a#0,0,1.0,9bed21401bdaa696c910,15670c45d0edfca2629b,21,1,0.6445576438315752,0.7258981275334755,0.08134048370190028,3.044522437723423,37.42936234410783
c64f1187,c64f1187#0,0,1.0,5810f0138edfd1005b7a,ecb9712e242ede853f6c,19,1,0.3094941739968115,0.32007368364313216,0.01057950964632065,2.9444389791664403,278.3152601208185
c658a4bd,c658a4bd#0,0,1.0,7392b7edee23eb898334,1abfee02b9aef363dd85,292,2,0.12261979588133803,0.21204096072953257,0.08942116484819454,4.983606621708336,55.73184637181516
cad67732,cad67732#0,0,1.0,fab344f5fe83d67d4813,1ac6fe90deb745b1356f,16,1,0.196507242978901,0.20138888878207054,0.004881645803169549,2.772588722239781,567.9618788482356
ccd554ac,ccd554ac#0,0,1.0,5edd17814303a53c96e8,cd002f0cb29e857c414a,11,1,0.6183130743753844,0.6372842230849504,0.018971148709565955,2.3978952727983707,126.39694672728295
cd3c21df,cd3c21df#0,0,1.0,31fa6fa178c5c42a238d,a216637ffa08dccea1a1,591,10,0.18604651162790697,0.19476744186046513,0.008720930232558155,4.079230924412053,467.75181266591454
ce8d95cc,ce8d95cc#0,0,1.0,06c0e8d933d10e40b654,af6f3cae63a682809f33,119,1,0.051452530779928535,0.3382210286158436,0.28676849783591507,4.77912349311153,16.665441041038186
cfb2ce5a,cfb2ce5a#0,0,1.0,a6aaa4c7f54f0ea49e6e,7cd208083b7a739846fc,22,10,0.9069279022164479,0.9174921638726441,0.010564261656196172,0.7884573603642703,74.634402859742
d304284e,d304284e#0,0,1.0,693842149c430116c081,79a75abf9701605956ea,6,1,0.8800493960363277,0.9077465333368467,0.027697137300519037,1.791759469228055,64.69114297940379
d4c90558,d4c90558#0,0,1.0,36ba43f5f7f593311cb0,826f171eb6e795efb100,50,1,0.15860349519591677,0.16658354602624056,0.007980050830323798,3.912023005428146,490.2253242000229
d5c634a2,d5c634a2#0,0,0.5,7314ddbb697482b333a7,2e0715e637dcc3839685,223,29,0.7633181108187322,0.7869101942402043,0.02359208342147201,2.0398759414736447,86.46442558850397
d5c634a2,d5c634a2#1,1,0.5,9aee1ff617cde0d12428,495e847a4542e5c74b90,438,107,0.6716269818799836,0.7023809477686882,0.030753965888704604,1.40939007591454,45.82791308981013
d94c3b52,d94c3b52#0,0,1.0,4536d4c4a3f66b379dc8,731add670ea9f00d8970,37,3,0.89822575337178,0.9181971395337903,0.01997138616201033,2.512305623976115,125.79525545177405
dc2e9a9d,dc2e9a9d#0,0,1.0,06d742e78ba84cea4de1,a63653244f1059125aec,355,2,0.9501511422973691,0.9542842200308135,0.004133077733444401,5.178970608915471,1253.0542474456315
dd2401ed,dd2401ed#0,0,1.0,41a0a78ee6c188555daf,3f184e7c25296c9b1935,249,45,0.9142095289230346,0.9218285760879517,0.007619047164917014,1.7107904066943878,224.54125426233944
df8cc377,df8cc377#0,0,1.0,2c7ff59eedbaa6f40fa6,8158a26448d158078669,118,1,0.9005701117283476,0.9305572729986326,0.029987161270285,4.770684624465665,159.09090498649672
e1d2900e,e1d2900e#0,0,1.0,92c8b77705770eb10921,4100b1a06c3fc2ccaded,52,5,0.8177495341179735,0.8186534865427826,0.000903952424809118,2.341805806147327,2590.62948654829
e41c6fd3,e41c6fd3#0,0,1.0,5eee388c53ea4dbec0d7,56b203e9e6c5941ad08f,36,1,0.8023978987317176,0.9202497712366141,0.11785187250489648,3.58351893845611,30.406974978757532
e66aafb8,e66aafb8#0,0,1.0,4e711cc573d6cc8cf2c2,eb99b80028ae5b9ac677,11,1,0.15884718581554716,0.1929177833126793,0.03407059749713215,2.3978952727983707,70.38019433032281
e681b708,e681b708#0,0,1.0,6a2235f469bdc912edc1,0217729b050c79e26ecf,39,2,0.9864471346668943,0.9876521584785432,0.0012050238116488865,2.970414465569701,2465.0255346449576
e74e1818,e74e1818#0,0,1.0,f31f155cbb6923b9bc9a,75a84bd13cc45fd795fa,4,1,0.8404280515234979,0.8793488158310045,0.03892076430750668,1.3862943611198906,35.6183745562395
e760a62e,e760a62e#0,0,1.0,5c1df21481bcb3f517b9,6a035d228a339af81928,234,1,0.922718168036338,0.9227416420275448,2.347399120683491e-05,5.455321115357702,232398.5327969825
e95e3d8e,e95e3d8e#0,0,1.0,b30afa8c604f766e9417,4623f631877d6692467e,808,16,0.9848944001727634,0.9860881527264913,0.0011937525537278892,3.9219733362813143,3285.4156617580825
e99362f0,e99362f0#0,0,1.0,7c4768c214a24ea10451,45e5b822da410a523388,936,58,0.8599999904632568,0.8699999928474427,0.010000002384185858,2.7811724659311725,278.11718028481243
e9ac8c9e,e9ac8c9e#0,0,1.0,6442b77a85a69825cac0,a54ef2f7f7d5af2a0aa7,43,2,0.9071103603706747,0.9106749396033699,0.003564579232695153,3.068052935133617,860.7054956143825
e9b4f6fc,e9b4f6fc#0,0,1.0,842a89ab0331e00c5986,1e3c1072d6ca6f416a54,13,1,0.47297750868105815,0.4951745549897773,0.02219704630871916,2.5649493574615367,115.55363365863711
ecaa0ec1,ecaa0ec1#0,0,1.0,0954547a1c40d0b3e512,fe682d554c029d045e08,515,218,0.9811097979545593,0.9846517145633698,0.003541916608810425,0.8596718378746472,242.7137431006241
f21745ec,f21745ec#0,0,1.0,8c59c46001eacf308304,cf7e4082952706a02123,9,1,0.8918437090391914,0.8963150518635908,0.004471342824399427,2.1972245773362196,491.4015014340445
f3cdc58f,f3cdc58f#0,0,1.0,f25254df70d4025f16ec,87f3d95ae5e4076a76ff,71,2,0.7254068703806638,0.7820253174947356,0.056618447114071824,3.56953269648137,63.045400897161066
f4081712,f4081712#0,0,1.0,1133d49ea53fc84c2f38,9a308036f4cb6bc452d7,2,1,0.23611222396423678,0.2898196394299577,0.053707415465720915,0.6931471805599453,12.905986529967183
f5aa3634,f5aa3634#0,0,1.0,33785f7f6d558ca7d2fa,8354e5f9b2bb7330e43b,486,1,0.14121864039090373,0.3118279560919731,0.17060931570106938,6.186208623900494,36.25950082784207
